idx,dir,model,inp,gold,out,acc
165,encode,ft,できるだけはやくやっていただけませんか？ありがとうございます。,できるだけはやくやっていただけませんか？ありがとうございます。,𛁲゙𛀩𛃭𛂥𛃢𛀯𛁆𛁵𛀇𛁠゙𛀻𛀎𛀅𛀉𛁞𛀈𛀟゙𛀄𛃸𛀹𛁽𛄝𛀅𛀉𛀍𛀺𛁷𛀗゙𛀂𛃼�,0.42247658688865763
166,decode,ft,34cm𛂙𛀉𛄝𛂹゚𛃶𛀃𛃼𛁠𛄞𛀆𛂳𛂜𛀟𛄞𛁁𛄞𛀅𛁞𛀉𛂟13.39𛀉𛄝𛁣𛂎゙𛁋。,34cmのいんぺりあるたんいへのかんさんあたいは13.39いんちです。,34センチメートルのいんりあるたんいへのかんさんをたいたは13.39いんちである。,0.8571428571428571
166,encode,ft,34cmのいんぺりあるたんいへのかんさんあたいは13.39いんちです。,34cmのいんぺりあるたんいへのかんさんあたいは13.39いんちです。,34𛀿゙𛄝𛂚𛀉𛄞𛂲゚𛃵𛀄𛃽𛁡𛄞𛀈𛂎𛀢𛄝𛁂𛄞𛀂𛁠𛀇𛂟13.39𛀆𛄝𛀨゙𛁶゙𛁱゙𛀅𛃺。,0.4015873015873016
167,decode,ft,𛀂𛁞𛀑𛃰𛄀𛁡𛂱𛁡𛁬𛂝𛁑𛀊𛁅゙𛂛𛀍𛁣、𛁦ー𛁂𛀆𛀝𛁏゙𛂡5𛁮゙𛁑。,あたえられたふたつのすうじのうち、ちーさいかずは5です。,あたえられたふたつのようなじのうち、ちさいかずは5でした。,0.8928571428571429
167,encode,ft,あたえられたふたつのすうじのうち、ちーさいかずは5です。,あたえられたふたつのすうじのうち、ちーさいかずは5です。,𛀃𛁠𛀒𛃭𛄁𛁡𛂰𛁟𛁪𛂙𛁏𛀍𛁉゙𛂜𛀌𛀎、𛁤ー𛁄𛀆𛀗𛁕゙𛂞5𛁲゙𛁐。,0.7334183673469388
168,decode,ft,𛀄𛁠𛀏𛃮𛄀𛁠𛁠𛀻𛀊𛁅𛀥𛁆𛀪𛂌𛁠𛀉𛁋𛃹𛁑𛀋𛀝゙𛀰𛃁𛀎𛁳𛀆𛁈𛀥𛂟、f(x) = 2x^2+5x-3𛁲゙𛁐。,あたえられたたこうしきしきにたいするすうがくほうていしきは、f(x) = 2x^2+5x-3です。,あたえらえたたちこうしきしきにたいするすうがくほうていしきは、f(x) = 2x^2 + 5x - 3である。,0.9591836734693877
168,encode,ft,あたえられたたこうしきしきにたいするすうがくほうていしきは、f(x) = 2x^2+5x-3です。,あたえられたたこうしきしきにたいするすうがくほうていしきは、f(x) = 2x^2+5x-3です。,𛀃𛁠𛀒𛃭𛄁𛁡𛁞𛀹𛀊𛁇𛀥𛀻𛀩𛂉𛁟𛀆𛁋𛃺𛁎𛀌𛀚゙𛀱𛂼𛀎𛁴𛀈𛁄𛀦𛂧、f(x) = 2x^2+,0.5578231292517006
169,decode,ft,𛀙𛃾𛀙゙𛃚っ𛁹𛀔𛃚𛀆𛃠𛃱𛀜゙𛀃𛃺𛁻𛃬𛀉𛂆。,かれがもっとおもいやりがあるとよいな。,かれがもっとおおいやりがあるとよい。,0.8947368421052632
169,encode,ft,かれがもっとおもいやりがあるとよいな。,かれがもっとおもいやりがあるとよいな。,𛀻𛄁𛀗゙𛃘っ𛁽𛀔𛃕𛀈𛃩𛀎𛀢゙𛀂𛃼𛁷𛀆𛀊𛂄。,0.6204986149584487
170,decode,ft,𛁇𛁯𛀆𛀿𛄀𛁡𛃪𛀍𛁘8𛄜𛁁𛀭𛁅゙ょ𛁆𛁞𛀄𛁞𛃯𛁄𛀇𛃷𛁍𛁹𛂨、[3、4、5、9]𛁱゙𛁍。,していされたようそ8をさくじょしたあたらしいりすとは、[3、4、5、9]です。,しかしれたようそ8をさくじょしたあたらしいりすとは、[3、4、5、9]でし。,0.8974358974358975
170,encode,ft,していされたようそ8をさくじょしたあたらしいりすとは、[3、4、5、9]です。,していされたようそ8をさくじょしたあたらしいりすとは、[3、4、5、9]です。,𛁈𛁠𛀆𛁃𛄀𛁡𛃬𛀊𛁗8𛄚𛁄𛀭𛁉゙ょ𛁇𛁞𛀂𛁟𛃧𛀌𛃶𛁍𛁹𛂦、[3、4、5、9]𛁲゙𛁑。,0.5276653171390013
171,decode,ft,𛃥𛀩𛀟゙𛂞𛃷𛀷ー𛄝𛂜𛃧𛀋𛂇𛂰𛀧𛀄𛄀𛁴𛀉𛃺𛃩𛀌𛂊𛂱𛀈𛁶𛀉𛃃𛁄𛁠。,ゆきがはりけーんのようにふきあれているようにふいていました。,ゆきがはりけんのようにふきあられているようにふいていました。,0.9666666666666667
171,encode,ft,ゆきがはりけーんのようにふきあれているようにふいていました。,ゆきがはりけーんのようにふきあれているようにふいていました。,𛃨𛀍𛀡゙𛂦𛃴𛀶ー𛄞𛁸𛂆𛀢゙𛃰𛀇𛂎𛀈𛁮𛂱𛀪𛀅𛃺𛃬𛀊𛂋𛂲𛀉𛁯𛀆𛁠𛃖𛁵゙𛀄っ�,0.49797979797979797
172,decode,ft,𛀟𛄀𛂢𛁿𛂎𛀘𛄚𛀛𛀌𛁠𛃕𛂋𛃊𛁓𛂊𛀆𛀩𛃇𛁉𛁟。,かれはなにかをかうためにみせにいきました。,かれはなにかをかうためにみせにいきました。,1.0
172,encode,ft,かれはなにかをかうためにみせにいきました。,かれはなにかをかうためにみせにいきました。,𛀻𛄁𛂠𛂃𛀆𛀢𛄝𛄚𛀗𛀎𛂇𛁭𛀈𛁲𛃖𛀺𛁽𛂋𛀉𛀣𛃅𛁄𛀟゙𛀿𛃾𛁡。,0.6084656084656085
173,decode,ft,𛀂𛁡𛀑𛃮𛄁𛁡𛂱゙𛄝𛁈ょ𛀎𛄘𛀜𛀇𛁖𛀪𛁉、𛀜𛀯𛁠𛄝𛂘゙𛂚𛂫𛄝𛁇𛄗𛃎𛁫𛀶𛁶𛀱𛁟゙𛁁𛀆。,あたえられたぶんしょうをかいせきし、かくたんごのひんしをみつけてください。,あたえられたぶんしょうをかいせきし、かくたんごのひんしをみつけてくれださい。,1.0
173,encode,ft,あたえられたぶんしょうをかいせきし、かくたんごのひんしをみつけてください。,あたえられたぶんしょうをかいせきし、かくたんごのひんしをみつけてください。,𛀃𛁠𛀒𛃭𛄁𛁡𛂰゙𛄞𛁉ょ𛀊𛄚𛀕𛀇𛁓𛀦𛁅、𛀘𛀱𛁟𛄝𛀸゙𛂜𛂭𛄞𛁆𛄗𛃏𛁫𛀿𛀯𛁲𛀈�,0.5621621621621622
174,decode,ft,𛃧𛀌𛁘 | 𛀧𛀻゙𛀌 | 𛀳゙𛄞𛁈𛂢゙𛄞𛀸゙𛀍 | 𛀢゙𛄝𛁇𛃲ょ𛀎,ようそ | きごう | げんしばんごう | げんしりょう,よそう |きぎう |げんしばんごう |げんしりょう,0.75
174,encode,ft,ようそ | きごう | げんしばんごう | げんしりょう,ようそ | きごう | げんしばんごう | げんしりょう,𛃧𛀊𛁘゙ | 𛀦𛀸゙𛀍 | 𛀶゙𛄞𛁇𛀆゙𛄝𛀺゙𛀎 | 𛀷゙𛄝𛁉𛃳ょ𛀌,0.4591836734693877
175,decode,ft,I. 𛀆𛄞𛁺𛄅𛁞゙𛀱𛁅ょ𛄝,I. いんとろだくしょん,いんとろだくしょん。,0.75
175,encode,ft,I. いんとろだくしょん,I. いんとろだくしょん,𛀉𛄝𛁷𛄄𛁡゙𛀭𛁅ょ𛄞,0.3240740740740741
176,decode,ft,𛀃𛂃𛁡𛂧𛀕𛂪𛃺𛂉𛁿𛂎𛄚𛁸𛃳𛃂𛁊𛀞？,あなたはおひるになにをとりますか？,あなたはおひるにないことをとらみますか？,0.8823529411764706
176,encode,ft,あなたはおひるになにをとりますか？,あなたはおひるになにをとりますか？,𛀅𛁽𛂟𛀔𛂬𛃿𛂎𛂆𛀈𛄝𛄖𛁭𛃱𛃄𛁐𛀢？,0.532871972318339
177,decode,ft,𛁠゙𛀇𛀙゙𛀯𛀇𛁥𛂘𛄝𛁓𛀉𛂍𛁴𛀩𛁇𛁡LinkedIn𛂰゚𛄂𛂲ぃー𛃹𛂛𛁮𛀈𛀃𛄝：,だいがくいちねんせいにてきしたLinkedInぷろふぃーるのていあん：,だいがくいちこんせいにてきしたLinkedInのろふぃーるのていあん：,0.9428571428571428
177,encode,ft,だいがくいちねんせいにてきしたLinkedInぷろふぃーるのていあん：,だいがくいちねんせいにてきしたLinkedInぷろふぃーるのていあん：,𛁠゙𛀆𛀘゙𛀯𛀈𛁧𛂓𛄝𛁕𛀇𛂌𛁬𛀤𛁄𛁡LinkedIn𛂰𛂲゚𛃱𛀿ぃー𛃺𛂜𛁷𛀉𛀎𛀅𛄞：,0.555984555984556
178,decode,ft,𛁒𛀡𛀇𛁱゙𛃥𛀌𛃔𛀆𛂄10𛂝𛀧𛂓𛄝𛂯𛂙𛃳𛁎𛁽:,せかいでゆうめいな10のきねんひのりすと:,せかいでゆうめいな10のきねんひのりすと。,0.9523809523809523
178,encode,ft,せかいでゆうめいな10のきねんひのりすと:,せかいでゆうめいな10のきねんひのりすと:,𛁓𛀠゙𛀇𛁶𛃨𛀊𛃖𛀆𛂄10𛂜𛀦𛂔𛄝𛂫𛂚𛃲𛁍𛁽:,0.6938775510204082
179,decode,ft,𛄀𛃀゚ー𛁸𛂣𛀴𛄞𛁅𛀥𛂱゙𛀗っ𛁟。,れぽーとはけんしきぶかった。,れっぽうとはけんしきぶかった。,0.9285714285714286
179,encode,ft,れぽーとはけんしきぶかった。,れぽーとはけんしきぶかった。,𛄁𛃾゚𛃿𛂡𛀻𛄞𛁉𛀨𛂱゙𛀅𛀢っ𛁟。,0.4591836734693878
180,decode,ft,Taylor Swift𛂚𛀃𛃹𛂞゙𛄝「folklore」𛀟𛃭𛀽𛀈𛁉ょ𛂇𛃴𛃶ー𛁎𛀼𛃾𛁞𛀣ょ𛀫𛂟「Cardigan」𛁴゙𛁑。𛀻𛂙𛀻ょ𛀭𛂥20,Taylor Swiftのあるばむ「folklore」からさいしょにりりーすされたきょくは「Cardigan」です。このきょくは20,たaylorすきのばん「ふろく」からさいしょにりりーすさられたきょくは「カードigans」です。このきょくは20,0.6666666666666666
180,encode,ft,Taylor Swiftのあるばむ「folklore」からさいしょにりりーすされたきょくは「Cardigan」です。このきょくは20,Taylor Swiftのあるばむ「folklore」からさいしょにりりーすされたきょくは「Cardigan」です。このきょくは20,ターレイ・スウィフト𛂝𛀃𛃺𛂩゙𛄞「folklore」𛁵゙𛀄𛃸𛁽𛀥𛁆ょ𛂎𛃶𛃴ー𛁉𛀗𛁽𛃲𛃳𛁈𛁡𛀻ょ𛀭𛂠「𛀪ゃ𛀱」�,0.18582046883933676
181,decode,ft,𛁓𛀇𛁭𛁠𛁥𛂨、𛀆𛃆𛀠𛃰𛂚𛀝𛁞゙𛀆𛂋𛀸𛀊𛂱𛄝𛁹𛀧𛁟𛀈𛁴゙𛃋𛁣𛁮𛀉𛃅𛁑。,せいとたちは、いまからのかだいにこうふんときたいでみちています。,せいとたちは、いまからのかだいにこうふんときたいでみちていました。,0.96875
181,encode,ft,せいとたちは、いまからのかだいにこうふんときたいでみちています。,せいとたちは、いまからのかだいにこうふんときたいでみちています。,𛁓𛀆𛁭𛁟𛁣𛂧、𛃇𛀉𛁮゙𛂎𛀕𛀗𛃽𛂝𛂚𛀞𛁡゙𛀈𛂊𛀹𛀋𛂲゙𛄝𛁺𛀦𛁠𛀈𛁵゙𛃏𛁨�,0.6513671875
182,decode,ft,𛀭𛁍𛃱𛂙𛁒𛄝𛁃゙𛀇𛁯𛀻𛁿𛂲𛀰𛀽𛃨𛀋𛄜5𛁫𛃳𛁑𛁭𛀂っ𛂰゚𛁄𛁲𛀭𛁠゙𛁂𛀆。,くすりのせんざいてきなふくさようを5つりすとあっぷしてください。,くすりのせんじいてきなふくさようを5りすとあっぷしてください。,0.9375
182,encode,ft,くすりのせんざいてきなふくさようを5つりすとあっぷしてください。,くすりのせんざいてきなふくさようを5つりすとあっぷしてください。,𛀯𛁉𛃟𛂚𛁓𛄞𛁄゙𛀸𛀎𛁿𛂰𛀬𛁂𛃢𛀋𛄖5𛁫𛃳𛁌𛁽𛀅っ𛂲゚𛁇𛁱𛀱𛁞゙𛀵𛁶𛀭𛁟゙,0.57421875
183,decode,ft,【𛁄゙ょ𛀊𛁄𛂚𛂀𛃇𛀑】𛁃𛃆,【じょうしのなまえ】さま,じょうしのなまえ】さめ,0.8333333333333334
183,encode,ft,【じょうしのなまえ】さま,【じょうしのなまえ】さま,𛁉゙ょ𛀍𛁅𛂝𛂄𛃇𛀒】𛁅𛃖𛀽゙𛄞,0.6410256410256411
184,decode,ft,𛄈𛁠𛁆𛁟𛁢𛂤𛂄𛂎𛀛𛀅𛁡𛃯𛁉𛀇𛀸𛁸𛀅𛁟𛃔𛁇𛁡𛀉𛁸𛀖𛄝っ𛁳𛀆𛃄𛁑。,わたしたちはなにかあたらしいことをためしたいとおもっています。,わたしたちはなにかをたらしくことをたまししたいとおんとしている。,0.7741935483870968
184,encode,ft,わたしたちはなにかあたらしいことをためしたいとおもっています。,わたしたちはなにかあたらしいことをためしたいとおもっています。,𛁟゙𛄝𛁡𛀆𛂠𛂃𛀇𛀢𛀈𛁞𛀉𛃩𛀎𛁹𛄝𛀅𛁥𛁄𛁱𛀇𛃸𛁷𛀖𛃕𛁰𛀉𛃼𛀺𛁭𛀗゙𛀄�,0.1754032258064516
185,decode,ft,1. Light: 𛀞𛃸𛁂、𛀞𛃸𛀫、𛀈𛂃𛁩゙𛃅,1. Light: かるさ、かるく、いなづま,Light: かのし、かのく、いなるづも。,0.6818181818181818
185,encode,ft,1. Light: かるさ、かるく、いなづま,1. Light: かるさ、かるく、いなづま,𛀻゙𛄝𛁡𛃖𛂎𛀕𛀆𛁟𛁠𛃔𛂋𛁩𛀇𛁞𛃌𛂚𛀈𛁣𛁭゙𛃉𛁽゙𛀊𛀺𛁸𛀗゙𛀅𛃼。,0.08441558441558442
186,decode,ft,𛀄𛁞𛀒𛃭𛄁𛁠𛀍ぇ𛂰゙𛀼𛀆𛁸𛂦𛁵゙𛄞𛁅𛁄ょ𛀍𛁻𛃲𛂫𛀧𛂙𛀎ぇ𛂰゙𛁂𛀉𛁹𛁯゙𛁑。,あたえられたうぇぶさいとはでんししょうとりひきのうぇぶさいとです。,あたえられたうぇぶさいとはでんししょうとりひきのうぇぶさいとです。,1.0
186,encode,ft,あたえられたうぇぶさいとはでんししょうとりひきのうぇぶさいとです。,あたえられたうぇぶさいとはでんししょうとりひきのうぇぶさいとです。,𛀃𛁠𛀒𛃭𛄁𛁡𛀍ぇ𛂲゙𛁄𛀻𛁽𛂧𛁳゙𛄝𛁅𛁆ょ𛀌𛁹𛃶𛂬𛀦𛂚𛀎ぇ𛂰゙𛁉𛀻𛁺𛁵゙𛁴゙�,0.6446280991735537
187,decode,ft,𛁡𛀉𛃢𛀍𛀞゙𛁆𛁋゙𛃌、𛀢゙𛁩𛀘゙𛂜𛃀゙𛃸,たいようがしずみ、がつがのぼる,たいようがしごみ、がつがのべる。,0.8666666666666667
187,encode,ft,たいようがしずみ、がつがのぼる,たいようがしずみ、がつがのぼる,𛁠𛀉𛃬𛀎𛀟゙𛁈𛁪𛃇𛀆、𛀝゙𛁭𛀜゙𛂜𛂻゙𛄞。,0.6588235294117647
188,decode,ft,𛀟𛃾𛂟𛂂𛀇𛁕𛀈𛂛𛁞𛂯゙𛂊𛁇゙𛄞𛁖𛀉𛄚𛁬𛀆𛃝𛁉𛃅𛁄𛁠。,かれはないせいのたびにじんせいをついやしました。,かれはないせいのたびにじんせいをていやしもした。,0.9166666666666666
188,encode,ft,かれはないせいのたびにじんせいをついやしました。,かれはないせいのたびにじんせいをついやしました。,𛀻𛄁𛂞𛂄𛀆𛁚𛀍𛂝𛁡𛂩゙𛂎𛁉゙𛄝𛁒𛀇𛄘𛁭𛀈𛃠𛁅𛃖𛁅𛁟。,0.6597222222222222
189,decode,ft,𛁻゙𛀄𛂝𛁈゙ょ𛀌𛄖𛀗𛀇𛁇゙ょ𛁌𛃽。,どあのじょうをかいじょする。,どあのかじょうをかいじょうする。,1.0
189,encode,ft,どあのじょうをかいじょする。,どあのじょうをかいじょする。,𛁽゙𛀋𛂚𛁉゙ょ𛀌𛄘𛀕𛀇𛁈゙ょ𛁑𛃹。,0.6122448979591837
190,decode,ft,𛃀𛄝𛁠゙𛁈𛂪゙っ𛀬𛂟𛀻𛄝𛂥゚𛀱𛁹𛀢ー𛁳゙𛁋。,ほんだしびっくはこんぱくとかーです。,べんだしびっくはこんぷくとけってす。,0.7777777777777778
190,encode,ft,ほんだしびっくはこんぱくとかーです。,ほんだしびっくはこんぱくとかーです。,𛂺𛄝𛁡゙𛁉𛂧゙っ𛀬𛂠𛀹𛄞𛂻゚𛀱𛁽𛀢゙𛀃𛃸。,0.4673202614379085
191,decode,ft,"1. 𛃈𛀆𛀶𛃽・𛁈゙ょー𛁞゙𛄞(𛁬𛀎𛀾𛄞32,292𛁭𛀯𛁮𛄞)","1. まいける・じょーだん(つうさん32,292とくてん)",めいける・じょうだん(つうさん32、292とくてん),0.7931034482758621
191,encode,ft,"1. まいける・じょーだん(つうさん32,292とくてん)","1. まいける・じょーだん(つうさん32,292とくてん)",𛃈𛀇𛀵𛃼・𛁉゙ょ𛀎𛁡゙𛄞(𛁬𛀍𛁂𛄝32、292𛁽𛀆𛁰𛄞),0.3448275862068966
192,decode,ft,「𛁈゙𛄞𛁖𛀇𛀾𛀇𛀸𛀍𛂝𛁠𛀉𛀴𛄝𛄙𛁼𛃨𛁠・𛀞𛃑𛃲ー𛁴゙、𛂘𛄞𛃢𛂦𛂣𛁉𛃶𛁟𛀬𛂁𛃼。,「じんせいさいこうのたいけんをとよた・かむりーで、こんやははしりたくなる。,じんせいさいこうのたいけんをそよっと、こんやはひりたらくない。,0.6756756756756757
192,encode,ft,「じんせいさいこうのたいけんをとよた・かむりーで、こんやははしりたくなる。,「じんせいさいこうのたいけんをとよた・かむりーで、こんやははしりたくなる。,𛁉゙𛄞𛁖𛀆𛀻𛀌𛂚𛁡𛀇𛀵𛄝𛄘𛁷𛃾𛁠・𛀟𛃍𛃲ー𛁶゙、𛀹𛄞𛃮𛂨𛂣𛁅𛃳𛁬𛀰𛂄𛃽。,0.5373608903020668
193,decode,ft,𛁠𛀈𛁸𛃽：𛃄𛃪𛀓𛃽𛁉𛃇𛀢𛁽𛂛𛁡゙っ𛁈ゅ𛁭,たいとる：まよえるしまからのだっしゅつ,たいとる:まゆえるしめかからのおだっしゅつ,0.8421052631578947
193,encode,ft,たいとる：まよえるしまからのだっしゅつ,たいとる：まよえるしまからのだっしゅつ,𛁡𛀉𛁹𛃷：𛃖𛃋𛀑𛃽𛁅𛃍𛂙𛃄𛀆𛂚𛁞゙っ𛁈ゅ𛁪。,0.6390977443609023
194,decode,ft,𛃶ょ𛀍𛃶𛂦、𛁎𛂤゚𛀆𛁋𛂙𛂍ゅ𛀃𛄝𛁊𛄘𛂱𛀱𛄝𛁠゙𛀌𛃄𛃏𛁭𛁎𛃚ー𛀻ー𛁾𛀄𛁇゙𛀘゙𛀃𛃶𛃈𛁍。,りょうりは、すぱいすのにゅあんすをふくんだうまみとすもーきーなあじがあります。,りょうりは、すぱいすのにゅあんすをふくんだうまみとすもーここなあじがある。,0.8717948717948718
194,encode,ft,りょうりは、すぱいすのにゅあんすをふくんだうまみとすもーきーなあじがあります。,りょうりは、すぱいすのにゅあんすをふくんだうまみとすもーきーなあじがあります。,𛃷ょ𛀍𛃲𛂡、𛁏𛂰゚𛀆𛁐𛂇𛂞ゅ𛀎𛄝𛁊𛄖𛂱𛀮𛄝𛁟゙𛀉𛃌𛁽𛁈𛃘ー𛀣ー𛂅𛀂𛁉゙𛀢゙𛀄�,0.5142857142857143
195,decode,ft,𛂭゙ー𛁨𛂋𛃗っ𛁴𛀉𛀮5𛁫𛂝𛀂𛀆𛁲𛃑𛂝𛃷𛁑𛁹：,びーちにもっていく5つのあいてむのりすと：,びてきにだっていく5つのあいてむのりすと。,0.8095238095238095
195,encode,ft,びーちにもっていく5つのあいてむのりすと：,びーちにもっていく5つのあいてむのりすと：,𛂪゙𛀉𛁦𛂍𛄞𛀅𛀇𛃽5𛁫𛂝𛀃𛀈𛁭𛃊𛂜𛃶𛁎𛁽：,0.5666666666666667
196,decode,ft,𛀡𛄞𛁈゙ょ𛀎𛂝𛀋𛃏𛂊𛀈𛃻𛃧𛀊𛁰゙、𛄉𛁞𛁇𛂞𛀅𛀕𛀯𛀛𛄝𛁅゙𛂎𛀈𛃂𛁏。,かんじょうのうみにいるようで、わたしはあおくかんじています。,かんじょうのうみにいるようで、わつしはあおくかんじています。,0.9666666666666667
196,encode,ft,かんじょうのうみにいるようで、わたしはあおくかんじています。,かんじょうのうみにいるようで、わたしはあおくかんじています。,𛀙𛄞𛁇゙ょ𛀌𛂚𛀎𛃍𛂉𛀅𛃺𛁹𛀈𛁶、𛀸𛄝𛁟゙𛀆𛀡𛄞𛁄゙𛁵𛀈𛃼。,0.4358974358974359
197,decode,ft,𛁥ー𛁟ー - 𛂺𛁅ょ𛀭𛃗𛂝,ちーたー - ほしょくもの,ちたつ - ほしょくもの,0.8461538461538461
197,encode,ft,ちーたー - ほしょくもの,ちーたー - ほしょくもの,𛁤𛀿゙𛁠𛃼 - 𛂺𛁅ょ𛀮𛃚𛂜,0.5857988165680473
198,decode,ft,2𛂋𛄞𛀠゙𛂭𛁫𛃢𛀌𛂆𛂊𛄝𛀻𛂙𛀃𛃻𛀵゙ー𛄝𛂜1𛁩𛂣𛁣ぇ𛁍𛁳゙𛁏。,2にんがひつようなにんきのあるげーむの1つはちぇすです。,2にんがひつようなにんこのあるげんの1つはちすでした。,0.8214285714285714
198,encode,ft,2にんがひつようなにんきのあるげーむの1つはちぇすです。,2にんがひつようなにんきのあるげーむの1つはちぇすです。,2𛂎𛄝𛀘゙𛂬𛁬𛁿𛃼𛂆𛄞𛀢𛂜𛀅𛃸𛀴゙𛄞𛂚1𛁫𛂨𛁦ぇ𛁐𛁰゙𛁏。,0.521978021978022
199,decode,ft,20𛁔𛀈𛀦𛂝𛃦𛀎𛃖𛀆𛁯゙𛀑𛀉𛀦ょ𛀎𛃵ょ𛀬𛂙𛀄𛃻𛀂ー𛁴ぃ𛁎𛁺𛁭𛁈𛁳、𛂦゚𛂲゙𛄅・𛂬゚𛀗𛁙𛀡゙𛀇𛃇𛁋。,20せいきのゆうめいでえいきょうりょくのあるあーてぃすととして、ぱぶろ・ぴかそがいます。,20せいきのゆうめいでえいきょうりょくのあるあてぃすとつして、ぷぶろ・ひかぞがいます。,0.9318181818181818
199,encode,ft,20せいきのゆうめいでえいきょうりょくのあるあーてぃすととして、ぱぶろ・ぴかそがいます。,20せいきのゆうめいでえいきょうりょくのあるあーてぃすととして、ぱぶろ・ぴかそがいます。,20𛁖𛀉𛀨𛂝𛃪𛀊𛃖𛂎゙𛀑𛀆𛀩ょ𛀌𛃵ょ𛀱𛀅𛃺𛀂𛀇𛁶𛀫𛁽𛁹𛁈𛁲、𛂰゚𛂮゙𛄄・𛂥𛀻�,0.494949494949495
200,decode,ft,𛀘𛁰𛂘゙𛃵：𛀏𛃾𛀬𛁹𛄇𛂍𛀱𛁋/𛀹𛄞𛂮゚ゅー𛁞𛀖𛃫𛂪゙𛃗𛂥゙𛀈𛃸𛀂𛀫𛁒𛀾𛃷ー,かてごり：えれくとろにくす/こんぴゅーたおよびもばいるあくせさりー,かつごり:えらぶとろにくす/こんひゅたおやもばいするあくせりー,0.7575757575757576
200,encode,ft,かてごり：えれくとろにくす/こんぴゅーたおよびもばいるあくせさりー,かてごり：えれくとろにくす/こんぴゅーたおよびもばいるあくせさりー,𛀙𛁭𛀻゙𛃵：𛀔𛃕𛀬𛁽𛄄𛂎𛀯𛁏/𛀹𛄞𛂪ゅ𛀊𛁟𛁷𛁇𛁶𛃘𛂠゙𛀉𛃺𛀅𛀰𛁓𛁒𛃮ー,0.5206611570247934
201,decode,ft,# 𛃥ー𛀽゙ー𛂊𛂂𛃈𛀒𛄜𛂍ゅ𛀍𛃳ょ𛀫𛁐𛃽𛃢𛀎𛂇𛃫𛀎𛀤ゅ𛀎𛁊𛃽𛁋𛀭𛃵𛂰゚𛁺𛄙𛂘𛀸𛂋𛁇𛃕𛁇𛃂𛁑,# ゆーざーになまえをにゅうりょくするようにようきゅうするすくりぷとをここにしめします,ゆさぎになまえをにゅうりょくするようにようきゅうするすくりふとをこそこしめまします。,0.8837209302325582
201,encode,ft,# ゆーざーになまえをにゅうりょくするようにようきゅうするすくりぷとをここにしめします,# ゆーざーになまえをにゅうりょくするようにようきゅうするすくりぷとをここにしめします,𛃨𛀊𛁄゙𛂇𛂅𛃖𛀒𛄘𛂋ゅ𛀌𛃲ょ𛀬𛁏𛃻𛃪𛀎𛃩𛀍𛀦ゅ𛀊𛁑𛃸𛁉𛃰𛃷𛂮゚𛁽𛄗𛀹𛀎�,0.4979480164158686
202,decode,ft,Python𛁰゙𛀯𛃭𛁌𛂜𛂹𛀈𛀥𛄞𛁳𛄝𛄗𛀢𛀆𛀼𛄞𛁋𛃺𛁟𛃖𛂛𛀚𛄞𛁌𛀋𛄗𛀚𛀯𛂾𛀋𛂻𛀋𛂝1𛁩𛄜𛁉𛃖𛁄𛃆𛁋。,Pythonでくらすのへいきんてんをけいさんするためのかんすうをかくほうほうの1つをしめします。,Pythonでくらすのにいきんてんをかいさんするためのかんそうをかくほうほうの1つをしめします。,0.9375
202,encode,ft,Pythonでくらすのへいきんてんをけいさんするためのかんすうをかくほうほうの1つをしめします。,Pythonでくらすのへいきんてんをけいさんするためのかんすうをかくほうほうの1つをしめします。,𛂎゙𛀤𛁽𛁑𛂜𛂲𛀇𛀩𛄞𛁳𛄝𛄗𛀶𛀆𛁄𛄝𛁏𛃹𛁟𛃔𛂚𛀘𛄞𛁐𛀍𛄖𛀠𛀱𛂺𛀌𛂼𛀋𛂚,0.4261363636363637
203,decode,ft,Apple𛂛iPhone 6𛁷iPhone 8𛄘𛂮𛀠𛀮𛁆𛁳𛃊𛃅𛁄ょ𛀌：,AppleのiPhone 6とiPhone 8をひかくしてみましょう：,アップル𛂝iPhone 6𛁸iPhone 8𛄙𛂰𛀢𛀯𛁇𛁲𛃋𛃖𛁉ょ𛀎：,0.5142857142857142
203,encode,ft,AppleのiPhone 6とiPhone 8をひかくしてみましょう：,AppleのiPhone 6とiPhone 8をひかくしてみましょう：,𛀇𛁟𛂘𛀌𛂙iPhone 6𛁷iPhone 8𛄖𛂩𛀝𛀯𛁄𛁵𛃉𛁞゙𛀈：,0.325
204,decode,ft,𛁷𛃚𛁠゙𛁥1：𛂕𛀑、𛂭𛁀𛁉𛂲゙𛃲！ 𛀖𛀵゙𛄞𛀨𛁴゙𛁌𛀗？,ともだち1：ねえ、ひさしぶり！ おげんきですか？,ともだち1:ねえ、ひさしぶり！おげんきですか？,0.9166666666666666
204,encode,ft,ともだち1：ねえ、ひさしぶり！ おげんきですか？,ともだち1：ねえ、ひさしぶり！ おげんきですか？,𛁽𛄝𛁡゙𛁤1：𛂘𛀒、𛂪𛁄𛂲゙𛃵！𛀖𛀶゙𛄞𛀣𛁰゙𛀅𛃸？,0.48295454545454547
205,decode,ft,𛀜𛃿𛂡𛀖𛃎𛁕𛂋𛀈𛀬𛃫𛁳𛀉𛁵゙𛁑𛀜？,かれはおみせにいくよていですか？,かれはおみせにいにくでしたか？,0.75
